village,date,pH,turbidity,dissolved_oxygen,nitrates,coliform,rainfall,temperature,diarrhea_cases,growth_rate,contamination_score
Krishnapur,2023-08-14,7.88,4.02,6.82,15.27,66.7,15.0,29.5,6,0.369,29.0
Sonegaon,2023-08-14,6.55,2.65,7.54,13.67,60.9,48.6,29.2,12,0.433,22.28
Morwada,2023-08-14,6.16,7.78,6.06,30.91,181.1,59.9,32.1,13,0.762,77.48
Umargaon,2023-08-14,6.45,3.98,7.03,19.85,106.6,72.6,31.3,9,0.517,39.55
Shivgarh,2023-08-14,6.93,2.5,8.79,14.65,62.9,49.4,29.9,7,0.365,19.63
Harinagar,2023-08-15,6.28,1.0,9.14,14.87,86.4,33.4,31.4,8,0.46,23.77
Ranjangaon,2023-08-15,6.86,2.83,9.57,12.57,53.3,26.3,30.1,8,0.343,20.36
Karanjgaon,2023-08-15,5.96,1.0,9.24,15.17,44.1,33.5,30.3,6,0.303,15.48
Umargaon,2023-08-15,5.54,1.96,10.0,20.94,92.7,97.4,32.5,8,0.445,28.26
Morwada,2023-08-15,7.93,2.86,8.46,15.41,56.7,19.0,27.8,6,0.406,20.7
Jawahar Nagar,2023-08-15,6.93,3.69,8.39,15.77,80.2,52.5,29.8,7,0.363,22.99
Balkishan,2023-08-15,6.11,1.0,9.54,36.74,174.0,200.0,32.5,16,0.793,54.34
Ambegaon,2023-08-15,8.19,1.06,9.6,9.77,17.2,4.2,30.5,2,0.225,10.34
Jawahar Nagar,2023-08-15,8.26,1.03,9.23,8.67,30.9,6.2,32.2,3,0.183,7.44
Chikhali,2023-08-15,7.26,1.67,8.75,10.46,37.0,3.9,30.7,4,0.31,17.11
Malegaon,2023-08-15,7.52,2.74,8.56,36.75,192.3,189.5,32.7,19,0.874,64.74
Belpur,2023-08-15,7.0,1.0,9.61,42.61,178.0,200.0,29.9,18,0.835,57.14
Khandala,2023-08-16,6.51,2.04,9.42,8.87,57.2,15.9,31.1,4,0.289,19.52
Tarwada,2023-08-16,5.65,3.91,7.25,39.83,188.8,83.0,30.1,14,0.812,68.92
Wagholi,2023-08-16,6.81,1.0,9.34,8.96,17.9,7.1,30.0,3,0.162,5.85
Balkishan,2023-08-16,6.84,1.35,9.08,6.84,52.7,11.7,31.1,7,0.417,13.56
Radhapur,2023-08-16,6.91,5.12,7.71,31.74,194.2,158.0,30.5,20,0.981,72.89
Umargaon,2023-08-16,7.03,1.0,10.0,9.04,37.9,3.8,28.7,2,0.198,10.1
Gopalnagar,2023-08-16,8.29,1.99,8.7,22.98,77.1,24.0,32.2,8,0.495,28.51
Balkishan,2023-08-17,6.31,3.22,8.5,13.85,63.7,14.8,32.9,8,0.335,24.04
Laxmipur,2023-08-17,7.91,5.63,6.82,8.72,67.0,7.3,29.4,4,0.311,34.6
Belpur,2023-08-17,7.2,1.0,9.04,29.16,141.8,131.9,31.1,14,0.728,43.55
Ranjangaon,2023-08-17,6.69,1.0,9.82,17.06,65.2,65.3,33.5,7,0.341,16.74
Sitapur,2023-08-17,6.58,1.0,10.0,7.59,41.0,7.5,32.1,3,0.196,8.87
Morwada,2023-08-18,7.16,1.32,9.16,9.59,84.1,12.6,29.1,5,0.345,18.36
Umargaon,2023-08-18,7.13,1.0,9.24,13.1,47.5,34.0,33.3,3,0.277,9.5
Chandpur,2023-08-18,6.6,2.38,8.19,8.23,44.8,9.4,31.5,5,0.232,14.08
Rampur,2023-08-18,6.48,1.0,9.02,44.2,159.3,4.0,29.5,13,0.692,43.88
Bhavanipur,2023-08-18,7.72,4.18,8.29,13.62,71.8,26.7,29.0,7,0.46,27.79
Vadgaon,2023-08-18,7.26,2.97,8.88,17.34,84.3,68.7,30.2,8,0.435,27.01
Ambegaon,2023-08-18,6.66,1.0,9.94,9.44,49.1,24.2,30.5,6,0.246,14.02
Ranjangaon,2023-08-19,6.11,1.0,9.34,22.28,70.6,41.7,31.2,7,0.382,21.14
Nandgaon,2023-08-19,8.1,5.28,9.99,39.77,200.0,179.7,31.8,18,0.881,71.24
Radhapur,2023-08-19,6.27,6.94,7.87,28.57,170.4,111.3,32.2,13,0.779,72.49
Vadgaon,2023-08-19,7.31,1.0,10.0,22.52,84.8,89.8,32.8,7,0.444,20.47
Shivgarh,2023-08-19,6.64,1.0,8.82,17.2,42.9,21.0,31.7,6,0.331,13.1
Sitapur,2023-08-19,6.6,2.3,8.22,7.29,89.5,7.1,32.3,8,0.402,20.89
Chandpur,2023-08-19,6.87,7.66,6.18,11.49,99.0,7.5,28.7,8,0.459,46.91
Tarwada,2023-08-19,7.85,1.0,8.39,38.11,200.0,200.0,32.7,19,0.94,54.84
Morwada,2023-08-19,7.62,1.0,9.62,7.65,198.2,17.4,31.7,17,0.89,43.56
Devgaon,2023-08-20,6.78,1.0,9.89,25.62,129.2,102.0,30.6,14,0.697,35.24
Sundarpur,2023-08-20,6.94,1.0,10.0,16.36,81.7,44.6,30.4,6,0.403,23.4
Balkishan,2023-08-20,8.05,1.0,9.21,8.7,59.3,16.4,30.5,5,0.305,14.58
Khandala,2023-08-20,6.1,1.0,9.76,43.84,176.2,128.7,32.2,18,0.821,54.45
Khandala,2023-08-21,7.98,1.0,8.97,13.97,44.1,27.1,30.6,3,0.236,16.02
Pimpalgaon,2023-08-21,7.29,1.0,10.0,21.07,79.4,45.1,31.9,9,0.386,25.07
Bhimnagar,2023-08-21,6.88,1.0,9.8,22.03,70.6,57.2,33.6,10,0.451,23.82
Belpur,2023-08-21,6.16,1.39,9.96,30.41,78.2,16.9,30.1,8,0.379,27.44
Deulgaon,2023-08-21,6.91,1.44,9.0,20.75,98.6,95.0,32.2,10,0.565,27.22
Chikhali,2023-08-21,6.94,3.26,8.58,18.97,84.2,50.7,31.1,7,0.375,29.38
Devgaon,2023-08-21,7.01,1.0,8.97,7.18,13.9,9.4,31.1,1,0.074,6.67
Tulsipur,2023-08-21,6.23,2.37,8.56,13.58,56.0,42.1,33.3,5,0.459,18.54
Belpur,2023-08-21,8.46,6.74,7.15,8.65,83.2,15.5,29.3,6,0.383,39.76
Ambegaon,2023-08-21,5.5,2.36,8.65,12.37,73.2,22.2,28.3,8,0.406,24.8
Chikhali,2023-08-21,7.31,4.4,7.74,8.92,69.6,17.5,33.2,5,0.443,29.69
Wagholi,2023-08-21,6.41,2.92,9.56,39.96,153.5,103.4,31.5,12,0.81,50.26
Shivgarh,2023-08-21,6.42,1.0,8.27,15.07,129.5,12.0,32.2,8,0.538,31.51
Sonegaon,2023-08-22,7.18,4.34,8.46,26.82,152.4,137.1,28.7,14,0.712,48.53
Chandpur,2023-08-22,6.5,2.0,9.68,28.34,156.1,154.0,31.3,14,0.741,49.46
Morwada,2023-08-22,6.64,3.6,9.24,15.67,77.5,45.7,30.7,7,0.467,30.0
Harinagar,2023-08-22,7.06,6.42,5.67,7.78,98.4,11.9,31.6,10,0.446,41.44
Deulgaon,2023-08-22,5.65,1.0,9.49,12.36,42.5,25.8,32.9,5,0.288,12.6
Morwada,2023-08-22,5.9,1.0,9.24,11.06,40.4,32.6,28.4,4,0.248,14.09
Deulgaon,2023-08-23,7.37,1.38,8.34,14.09,50.5,14.0,31.0,4,0.267,12.08
Devgaon,2023-08-23,7.05,2.12,8.32,14.99,55.5,15.9,31.6,9,0.327,16.2
Belpur,2023-08-23,6.59,4.64,7.5,38.79,200.0,200.0,32.5,19,0.964,69.37
Tulsipur,2023-08-23,6.99,1.0,10.0,12.59,67.8,45.7,30.5,7,0.372,17.31
Deulgaon,2023-08-23,6.85,1.0,9.06,22.94,92.5,105.4,30.2,8,0.483,25.56
Umargaon,2023-08-23,8.36,1.0,9.75,19.63,86.2,81.7,31.6,10,0.455,22.71
Chikhali,2023-08-24,7.16,1.95,9.04,29.97,102.6,60.7,31.3,8,0.555,33.28
Shivgarh,2023-08-24,7.06,1.0,8.15,33.82,165.5,148.8,31.2,17,0.782,45.96
Khandala,2023-08-24,8.24,9.69,3.99,20.76,169.6,86.5,31.7,14,0.815,82.58
Ranjangaon,2023-08-24,6.85,1.48,10.0,35.54,170.4,200.0,31.5,19,0.905,55.91
Salegaon,2023-08-24,6.87,1.0,10.0,8.93,62.9,10.9,31.1,7,0.534,10.89
Madhavpur,2023-08-24,8.41,10.0,5.63,7.94,102.0,1.3,32.9,7,0.431,58.91
Ambegaon,2023-08-25,6.74,1.0,8.95,22.56,101.7,105.3,34.3,11,0.527,33.74
Laxmipur,2023-08-25,7.94,3.31,8.12,41.47,200.0,200.0,31.0,20,0.935,68.21
Vadgaon,2023-08-25,6.05,6.52,6.32,22.03,123.3,56.3,32.4,11,0.575,50.46
Ambegaon,2023-08-25,6.29,4.49,8.12,28.56,131.4,36.5,28.0,11,0.595,46.14
Deulgaon,2023-08-25,6.96,2.05,8.69,18.79,81.2,81.7,28.0,8,0.436,24.65
Karanjgaon,2023-08-25,7.28,1.0,9.62,22.61,88.9,86.1,31.9,8,0.402,27.34
Sundarpur,2023-08-25,5.53,1.0,10.0,13.58,43.0,11.6,30.1,4,0.216,10.15
Ambegaon,2023-08-25,7.74,1.84,9.64,17.95,109.5,31.3,30.9,8,0.494,28.46
Deulgaon,2023-08-25,7.45,2.21,8.16,18.85,151.6,56.3,31.0,13,0.793,46.06
Nandgaon,2023-08-26,8.05,10.0,4.83,9.42,121.1,27.8,32.2,8,0.636,60.55
Rampur,2023-08-26,7.84,2.39,9.86,36.49,192.7,200.0,30.2,17,0.909,60.7
Wagholi,2023-08-26,7.24,1.56,9.44,24.8,90.1,77.2,32.5,7,0.508,25.84
Deulgaon,2023-08-26,6.83,2.04,8.48,40.45,200.0,200.0,31.1,18,0.895,56.94
Sundarpur,2023-08-26,6.03,1.66,8.05,26.63,125.8,118.9,30.2,12,0.596,39.55
Deulgaon,2023-08-26,7.38,2.43,10.0,6.8,31.9,8.2,32.4,5,0.217,15.66
Morwada,2023-08-27,7.62,9.53,6.84,8.38,115.8,4.8,33.8,11,0.645,59.26
Gopalnagar,2023-08-27,7.43,1.03,9.24,11.08,90.9,30.0,32.1,8,0.433,18.08
Pimpalgaon,2023-08-27,5.88,2.73,10.0,28.09,125.0,107.2,32.6,10,0.595,40.32
Jawahar Nagar,2023-08-27,5.57,3.38,8.46,12.35,112.2,40.7,29.7,9,0.599,41.27
Salegaon,2023-08-27,6.44,5.34,7.89,24.26,185.5,3.8,29.5,13,0.878,58.46
Salegaon,2023-08-28,5.86,4.73,7.72,14.0,115.4,22.0,31.3,7,0.529,44.06
Gopalnagar,2023-08-28,7.0,1.0,8.93,19.87,60.2,49.8,31.0,8,0.38,13.33
Morwada,2023-08-28,6.13,3.18,8.31,20.04,69.0,5.6,33.4,6,0.383,24.32
Jawahar Nagar,2023-08-28,7.29,1.0,10.0,7.24,35.6,7.1,31.8,4,0.268,6.03
Deulgaon,2023-08-28,6.87,2.48,10.0,10.98,52.7,33.9,30.0,5,0.267,20.15
Rampur,2023-08-29,7.94,1.25,9.53,7.75,23.1,15.6,31.1,6,0.186,10.27
Madhavpur,2023-08-29,7.72,1.0,9.69,11.22,29.7,9.3,29.3,5,0.27,12.72
Balkishan,2023-08-29,8.38,1.0,10.0,10.04,51.9,4.9,29.8,4,0.384,14.92
Chandpur,2023-08-29,6.39,1.0,10.0,26.73,105.9,109.4,29.7,10,0.492,30.3
Chandpur,2023-08-29,8.44,2.66,6.28,29.41,166.4,150.8,30.2,13,0.777,54.42
Laxmipur,2023-08-29,7.26,1.53,9.34,20.96,96.4,82.7,28.5,8,0.482,27.41
Umargaon,2023-08-29,7.12,1.0,9.25,13.84,55.9,56.6,31.5,5,0.329,11.84
Harinagar,2023-08-29,6.98,1.0,9.81,11.06,34.5,40.4,29.3,4,0.2,10.62
Malegaon,2023-08-29,6.59,1.0,9.41,19.21,50.4,13.9,31.9,4,0.304,16.39
Devgaon,2023-08-29,7.0,3.94,10.0,20.29,81.2,11.2,31.4,7,0.358,31.87
Dhamangaon,2023-08-29,7.11,3.15,7.93,26.83,171.0,79.1,33.5,15,0.767,48.52
Malegaon,2023-08-30,6.59,1.0,9.75,26.07,99.3,85.9,31.9,10,0.527,29.66
Krishnapur,2023-08-30,6.81,1.0,8.79,7.81,78.5,4.0,30.7,5,0.385,11.65
Morwada,2023-08-30,6.87,1.0,8.6,11.09,39.4,39.3,29.2,5,0.349,9.56
Ranjangaon,2023-08-31,6.65,2.5,9.4,15.79,89.7,37.8,29.9,6,0.458,27.87
Pimpalgaon,2023-08-31,7.04,1.64,10.0,19.49,74.2,12.3,29.5,7,0.375,23.28
Umargaon,2023-08-31,7.06,1.0,10.0,13.72,27.6,0.2,31.1,3,0.178,9.25
Bhavanipur,2023-08-31,7.1,1.1,9.72,7.22,12.4,1.0,30.9,1,0.085,5.29
Dhamangaon,2023-08-31,6.59,4.17,8.83,20.87,110.8,91.1,33.6,12,0.569,37.21
Deulgaon,2023-08-31,7.36,3.55,8.95,36.36,184.9,185.8,33.8,16,0.92,65.54
Belpur,2023-08-31,6.8,1.0,9.41,16.31,44.2,10.9,30.0,4,0.365,16.12
Devgaon,2023-08-31,7.23,1.0,9.35,21.59,83.7,90.5,28.3,8,0.574,24.87
Jawahar Nagar,2023-09-01,6.68,8.67,4.2,11.84,113.6,37.8,31.2,8,0.485,54.29
Belpur,2023-09-01,6.58,1.0,10.0,8.6,32.6,23.0,27.7,7,0.285,7.77
Bhavanipur,2023-09-01,8.06,1.0,8.85,13.56,55.6,9.7,28.0,5,0.322,14.64
Shivgarh,2023-09-01,6.07,6.55,5.47,12.25,93.6,31.1,24.3,8,0.509,46.6
Ambegaon,2023-09-01,5.8,1.0,9.65,23.23,82.7,72.2,27.3,10,0.482,26.99
Shivgarh,2023-09-01,7.03,6.23,7.29,9.9,91.2,25.5,28.7,6,0.455,42.07
Radhapur,2023-09-02,6.14,1.0,9.87,44.69,119.5,26.8,29.5,10,0.56,40.54
Bhimnagar,2023-09-02,7.95,2.08,8.74,40.45,189.3,155.2,28.9,18,0.968,8.37
Karanjgaon,2023-09-02,7.68,2.71,9.99,14.48,70.2,61.8,27.2,8,0.344,26.27
Tarwada,2023-09-03,7.5,2.52,8.61,6.18,24.0,1.0,27.3,1,0.126,10.27
Salegaon,2023-09-03,7.36,5.49,6.57,36.88,200.0,200.0,26.0,17,0.886,74.53
Harinagar,2023-09-03,6.97,1.0,9.06,8.54,51.7,12.3,29.0,4,0.344,12.27
Salegaon,2023-09-04,6.73,1.93,8.1,19.82,85.1,68.0,29.1,10,0.459,22.44
Laxmipur,2023-09-04,6.99,1.0,8.89,45.71,123.2,27.9,28.1,11,0.572,39.2
Ambegaon,2023-09-04,6.93,1.13,9.33,42.56,100.7,7.2,29.2,11,0.559,35.27
Harinagar,2023-09-04,6.55,1.35,8.83,25.92,72.5,27.0,27.0,7,0.366,23.53
Morwada,2023-09-05,5.67,1.36,10.0,25.67,135.8,77.4,26.6,10,0.657,39.09
Radhapur,2023-09-05,6.52,1.58,9.6,29.49,104.5,57.2,28.4,10,0.588,32.27
Ranjangaon,2023-09-05,5.82,3.83,8.39,24.24,131.0,63.8,26.7,10,0.631,44.45
Chandpur,2023-09-05,7.15,4.58,8.25,13.47,71.0,3.4,27.8,6,0.431,32.11
Khandala,2023-09-05,6.68,1.14,9.35,7.41,24.6,15.7,27.7,2,0.116,3.17
Belpur,2023-09-06,6.28,1.13,9.7,14.97,37.4,9.6,28.0,5,0.289,12.84
Belpur,2023-09-06,5.79,1.0,8.89,16.24,47.3,14.3,29.0,4,0.289,16.84
Gopalnagar,2023-09-06,5.5,1.0,8.74,21.51,92.5,89.4,30.1,7,0.49,26.48
Radhapur,2023-09-06,6.5,3.11,8.15,20.87,116.5,89.2,27.8,11,0.572,37.3
Belpur,2023-09-06,7.21,2.23,7.96,18.75,101.4,56.4,27.1,7,0.511,32.34
Sonegaon,2023-09-06,7.33,5.5,8.43,22.15,119.0,68.1,27.3,11,0.531,46.65
Jawahar Nagar,2023-09-06,7.08,2.86,8.35,8.77,47.0,4.3,28.8,4,0.207,18.32
Chikhali,2023-09-06,6.77,2.76,8.11,17.58,75.8,42.3,30.7,7,0.365,22.02
Devgaon,2023-09-07,6.4,4.47,6.94,7.24,49.1,5.1,25.0,3,0.23,19.82
Khandala,2023-09-07,7.12,2.29,8.1,28.07,122.0,99.6,30.0,12,0.586,41.44
Dhamangaon,2023-09-07,5.84,1.0,9.43,13.49,70.9,47.7,27.3,5,0.345,20.74
Devgaon,2023-09-07,7.77,8.14,7.54,18.66,117.3,10.6,27.7,11,0.599,55.16
Laxmipur,2023-09-07,6.79,1.0,9.89,34.46,144.7,170.5,28.1,16,0.708,47.74
Gopalnagar,2023-09-08,5.6,1.0,10.0,15.05,94.4,51.3,29.7,9,0.423,24.94
Madhavpur,2023-09-08,5.77,4.69,8.2,18.06,121.1,65.4,29.7,9,0.519,38.62
Dhamangaon,2023-09-08,6.88,10.0,4.6,11.68,114.4,10.5,29.2,8,0.535,55.13
Sitapur,2023-09-08,6.36,4.26,8.58,16.92,91.1,40.9,29.0,10,0.438,37.72
Gopalnagar,2023-09-08,6.34,1.0,8.6,6.25,20.9,7.4,30.7,5,0.186,6.49
Balkishan,2023-09-08,6.58,1.0,9.84,38.47,176.8,200.0,26.6,16,0.844,53.26
Harinagar,2023-09-09,5.8,3.76,7.91,14.14,68.3,29.8,26.9,7,0.4,28.41
Vadgaon,2023-09-09,6.18,1.0,9.06,48.17,192.7,160.2,29.1,18,0.906,60.44
Morwada,2023-09-09,7.03,2.31,6.8,24.86,111.7,74.1,25.6,10,0.617,31.21
Morwada,2023-09-09,7.2,1.0,10.0,38.37,173.8,161.8,28.3,14,0.801,51.28
Ambegaon,2023-09-09,6.49,1.0,10.0,9.65,26.3,28.6,27.7,5,0.252,9.39
Sitapur,2023-09-09,6.91,1.0,10.0,36.3,188.6,200.0,28.1,17,1.0,53.6
Khandala,2023-09-10,6.83,1.0,9.63,6.64,157.9,10.2,27.8,9,0.658,34.69
Devgaon,2023-09-10,7.13,1.14,9.16,44.63,109.1,1.1,29.4,9,0.635,36.99
Wagholi,2023-09-10,6.15,1.0,9.7,26.05,122.5,61.0,27.6,11,0.572,32.58
Sitapur,2023-09-10,7.97,1.0,9.75,12.07,48.3,37.9,28.6,7,0.27,13.14
Wagholi,2023-09-11,5.79,1.01,10.0,35.53,161.7,200.0,29.4,15,0.777,50.2
Karanjgaon,2023-09-11,5.71,1.03,8.82,18.87,68.2,43.3,25.7,8,0.365,23.73
Karanjgaon,2023-09-11,7.33,2.4,9.24,19.73,56.5,6.2,26.8,4,0.32,19.68
Ambegaon,2023-09-11,6.41,1.0,9.49,12.23,23.9,4.9,26.3,2,0.262,10.35
Radhapur,2023-09-12,7.72,1.0,8.76,20.78,104.1,101.8,28.3,10,0.551,30.93
Vadgaon,2023-09-12,5.9,1.02,7.72,7.21,12.8,5.7,31.2,1,0.119,5.12
Pimpalgaon,2023-09-12,6.57,3.86,7.39,29.52,149.9,140.1,27.1,14,0.807,51.99
Vadgaon,2023-09-12,7.22,1.0,8.79,11.07,62.3,37.1,28.0,6,0.301,13.72
Balkishan,2023-09-12,6.89,1.0,8.59,16.34,48.9,38.7,28.4,4,0.279,17.62
Harinagar,2023-09-13,6.52,1.65,9.31,21.58,101.4,89.3,30.8,9,0.504,27.2
Karanjgaon,2023-09-13,8.01,6.87,8.6,29.63,200.0,141.9,29.1,18,0.918,74.93
Bhimnagar,2023-09-13,7.49,1.0,9.67,21.79,99.4,109.4,28.9,11,0.515,25.84
Madhavpur,2023-09-13,5.79,2.48,8.35,35.12,98.5,9.3,26.6,8,0.439,38.62
Deulgaon,2023-09-13,6.93,1.0,9.67,33.49,170.6,186.9,30.7,15,0.792,50.09
Chikhali,2023-09-14,6.61,3.35,7.93,46.16,200.0,200.0,31.6,19,0.979,70.55
Sundarpur,2023-09-14,6.73,3.52,8.18,25.52,119.3,37.7,28.7,10,0.539,38.31
Devgaon,2023-09-14,6.77,3.25,8.59,10.63,122.3,35.9,29.4,8,0.509,33.24
Morwada,2023-09-14,7.15,1.54,9.98,14.45,65.1,57.7,26.8,5,0.337,16.35
Malegaon,2023-09-14,7.38,1.0,8.07,18.44,75.9,45.0,29.6,6,0.403,16.39
Balkishan,2023-09-15,6.19,5.93,6.72,42.23,162.4,28.0,27.7,12,0.727,66.92
Chikhali,2023-09-15,6.85,5.18,6.87,15.5,109.5,42.9,30.0,8,0.491,35.66
Pimpalgaon,2023-09-15,6.4,1.0,9.44,9.66,29.7,11.0,31.7,5,0.277,12.05
Rampur,2023-09-15,7.6,1.11,10.0,20.33,60.9,1.1,25.1,5,0.372,11.49
Vadgaon,2023-09-15,6.8,1.93,8.88,14.59,78.7,63.4,27.6,12,0.529,22.19
Bhavanipur,2023-09-16,6.45,3.57,8.19,14.68,77.0,52.2,29.3,9,0.488,28.76
Ambegaon,2023-09-16,7.26,1.0,9.11,15.15,61.1,56.4,27.9,6,0.32,16.4
Devgaon,2023-09-16,6.71,2.38,7.83,17.83,81.1,69.6,29.2,7,0.356,20.47
Shivgarh,2023-09-16,6.05,1.02,9.97,17.27,75.9,78.3,26.2,10,0.447,26.72
Deulgaon,2023-09-16,6.77,4.53,7.64,10.14,73.3,14.7,30.4,9,0.393,24.12
Pimpalgaon,2023-09-17,6.86,1.0,10.0,35.87,189.0,200.0,28.3,16,0.926,53.76
Umargaon,2023-09-17,6.47,1.61,7.85,20.58,96.3,97.0,27.6,12,0.515,29.57
Rampur,2023-09-17,7.0,1.0,10.0,33.8,122.3,91.9,28.4,12,0.564,32.8
Dhamangaon,2023-09-17,5.53,6.84,6.26,8.74,94.6,6.8,27.8,8,0.467,43.05
Salegaon,2023-09-17,6.49,2.83,8.91,18.47,108.7,77.5,26.8,9,0.528,29.36
Ambegaon,2023-09-17,6.89,3.18,9.18,25.94,145.1,114.1,28.8,12,0.656,45.94
Deulgaon,2023-09-17,7.31,10.0,6.02,18.92,200.0,85.6,28.7,15,0.847,86.26
Balkishan,2023-09-17,7.01,1.14,9.15,12.49,44.6,28.2,26.8,6,0.249,14.67
Sundarpur,2023-09-17,6.2,2.46,9.6,35.95,177.9,195.4,27.9,15,0.876,50.79
Krishnapur,2023-09-17,5.91,1.0,9.76,9.41,28.7,26.3,29.7,4,0.276,11.55
Krishnapur,2023-09-17,7.38,1.0,9.1,20.58,92.2,62.9,27.3,8,0.461,24.79
Devgaon,2023-09-17,6.02,2.57,9.29,22.15,128.3,97.6,29.0,11,0.652,37.87
Morwada,2023-09-18,7.49,5.63,8.23,12.04,83.5,24.4,26.6,7,0.376,34.89
Pimpalgaon,2023-09-18,6.06,1.89,8.19,15.47,61.9,30.3,26.9,6,0.278,17.4
Ambegaon,2023-09-18,7.21,3.93,10.0,19.98,93.9,58.3,26.5,9,0.493,26.19
Ambegaon,2023-09-18,6.12,3.13,8.73,13.63,53.9,17.7,28.4,5,0.284,19.67
Sundarpur,2023-09-18,6.94,1.31,8.24,47.24,161.1,118.6,28.0,15,0.806,47.79
Chikhali,2023-09-18,6.33,1.0,9.92,29.92,132.2,160.3,30.4,12,0.63,37.95
Sundarpur,2023-09-19,6.87,3.57,9.44,27.29,163.7,139.4,27.2,14,0.72,53.4
Wagholi,2023-09-19,7.74,1.0,9.6,21.55,84.0,12.5,27.3,7,0.474,17.86
Belpur,2023-09-19,7.3,1.0,9.38,29.61,128.1,87.7,27.2,12,0.571,34.56
Belpur,2023-09-19,5.98,1.94,9.86,16.51,71.4,57.0,24.5,7,0.371,19.31
Morwada,2023-09-20,6.72,1.0,8.23,9.66,20.7,6.2,27.5,4,0.233,6.21
Harinagar,2023-09-20,7.59,2.03,8.62,18.09,81.8,53.5,28.3,8,0.37,25.87
Harinagar,2023-09-20,6.1,1.0,8.43,6.96,65.0,11.1,27.4,6,0.387,13.27
Radhapur,2023-09-20,7.76,1.0,9.44,24.82,111.9,104.7,29.4,10,0.562,29.07
Morwada,2023-09-21,7.33,4.21,6.95,22.43,127.2,114.0,28.2,11,0.584,45.2
Harinagar,2023-09-21,7.29,3.13,9.57,21.11,127.9,107.2,28.8,12,0.661,45.7
Harinagar,2023-09-21,5.9,1.31,9.63,7.58,23.1,14.9,28.2,2,0.151,9.82
Sitapur,2023-09-21,8.46,1.0,8.37,22.46,84.2,89.1,28.4,11,0.462,23.16
Sundarpur,2023-09-21,6.15,1.0,9.44,8.15,14.9,6.9,25.3,3,0.131,7.89
Shivgarh,2023-09-22,5.88,1.0,10.0,24.7,113.2,128.2,25.8,12,0.553,32.45
Morwada,2023-09-22,5.78,4.26,7.78,11.9,82.1,44.3,28.8,7,0.444,31.85
Laxmipur,2023-09-22,7.09,3.8,8.01,25.35,100.5,6.8,27.2,10,0.545,35.29
Devgaon,2023-09-23,7.34,1.52,9.61,23.23,94.9,76.3,28.3,10,0.469,28.06
Harinagar,2023-09-23,7.2,3.87,7.79,18.58,103.8,72.2,27.0,8,0.57,30.87
Chandpur,2023-09-23,8.12,1.0,8.97,7.14,19.0,8.5,27.4,5,0.142,8.68
Madhavpur,2023-09-23,7.02,2.39,9.38,25.71,127.6,89.2,27.4,12,0.648,29.6
Belpur,2023-09-23,7.67,3.59,7.61,31.88,164.0,163.9,25.7,14,0.773,59.52
Morwada,2023-09-24,8.18,1.55,9.15,15.36,49.0,26.1,25.9,3,0.286,14.43
Tulsipur,2023-09-24,7.17,1.56,9.89,24.57,100.2,96.7,26.4,13,0.651,31.06
Malegaon,2023-09-24,8.49,8.77,6.71,12.9,118.1,15.3,28.6,8,0.548,59.29
Gopalnagar,2023-09-25,6.18,7.7,6.07,13.57,97.1,5.2,28.9,7,0.495,43.33
Devgaon,2023-09-25,7.08,2.2,8.73,36.6,129.8,79.4,26.5,10,0.646,42.42
Radhapur,2023-09-25,6.57,6.84,6.41,11.04,97.7,30.1,27.1,9,0.549,47.73
Belpur,2023-09-25,7.01,1.0,9.91,6.89,27.3,7.0,29.3,1,0.173,7.7
Tarwada,2023-09-26,7.44,4.97,7.48,11.12,82.7,11.3,29.2,11,0.509,31.29
Madhavpur,2023-09-26,7.59,1.0,10.0,14.97,52.6,39.2,32.6,9,0.326,14.61
Rampur,2023-09-26,6.79,1.0,8.41,7.68,31.4,14.9,28.2,6,0.398,11.91
Balkishan,2023-09-26,7.15,1.61,8.69,15.52,77.2,48.0,27.9,9,0.514,23.58
Karanjgaon,2023-09-27,6.6,1.0,9.31,19.42,142.2,93.0,25.9,11,0.643,34.17
Salegaon,2023-09-27,6.79,7.61,7.44,8.19,121.0,19.5,27.8,8,0.491,51.04
Gopalnagar,2023-09-27,7.1,2.58,9.62,23.29,110.0,105.3,30.0,11,0.585,32.95
Tarwada,2023-09-27,7.29,1.0,10.0,16.17,62.0,51.5,26.6,7,0.399,19.46
Shivgarh,2023-09-27,6.84,1.0,8.82,6.68,49.4,3.5,28.0,6,0.354,10.94
Madhavpur,2023-09-27,6.77,1.0,10.0,8.6,14.9,8.4,28.4,3,0.209,4.66
Salegaon,2023-09-28,7.43,7.07,5.67,37.49,200.0,200.0,28.0,17,0.893,76.7
Chikhali,2023-09-28,5.97,1.0,9.37,20.31,65.8,10.5,29.0,6,0.368,21.74
Jawahar Nagar,2023-09-28,7.38,5.17,7.0,6.22,63.9,4.4,28.5,7,0.387,31.43
Pimpalgaon,2023-09-28,6.28,1.27,9.36,29.66,110.2,95.0,28.5,10,0.545,30.31
Dhamangaon,2023-09-28,6.46,1.0,10.0,10.46,26.1,19.7,25.6,3,0.141,7.67
Karanjgaon,2023-09-29,6.29,1.0,8.17,9.08,24.0,18.7,27.5,3,0.132,6.09
Wagholi,2023-09-29,6.57,1.42,8.87,13.05,66.1,40.0,29.2,7,0.455,15.55
Laxmipur,2023-09-29,6.37,1.43,10.0,45.34,179.7,47.1,28.5,15,0.775,56.07
